"exposure","exposure.field_id","exposure.field_type","exposure.id","outcome","mr1_estimate","mr1_cilower","mr1_ciupper","mr1_se","mr1_pval","mr2_estimate","mr2_cilower","mr2_ciupper","mr2_se","mr2_pval","meta.estimate","meta.se","meta.cilower","meta.ciupper","meta.p","meta.I2","meta.hetero.p"
"Spread type: Butter/spreadable butter","1428","Categorical (single)","ukb-d-1428_1","CAD","-0.745299981190625","-1.08950588525696","-0.401094077124288","0.175618484207562","2.19709009650426e-05","-0.0043216411104174","-0.435590378958483","0.426947096737648","0.220039113600994","0.98433029023189","-0.456965205525083","0.137260520949426","-0.725990883085163","-0.187939527965002","0.000871015806522297","0.855642979264487","0.0084891191878619"
"Spread type: Other type of spread/margarine","1428","Categorical (single)","ukb-d-1428_3","CAD","0.3412631675748","-0.296259694533335","0.978786029682935","0.325272743344691","0.294104462195681","0.093120024355033","-0.488219115757082","0.674459164467147","0.296607052322208","0.753558398999688","0.205777633226769","0.219167824909783","-0.223783410166385","0.635338676619924","0.34777983444282","0","0.572956641885788"
"Spread type: Never/rarely use spread","1428","Categorical (single)","ukb-d-1428_0","CAD","-0.306511882638722","-1.14017547449082","0.527151709213376","0.425346383111083","0.471145121928569","1.0051717723157","0.157966481925613","1.85237706270579","0.432255539934782","0.0200499957150499","0.338763224243155","0.303178549179454","-0.25545581303368","0.932982261519989","0.263835298600656","0.786247368432766","0.030545874151237"
"Spread type: Flora Pro-Active/Benecol","1428","Categorical (single)","ukb-d-1428_2","CAD","2.09401542066702","-1.36979960822539","5.55783044955943","1.76728504003877","0.236066076958069","-1.62392649964608","-5.92540787698709","2.67755487769494","2.19467368343018","0.45933649742653","0.631496904616647","1.37647821376375","-2.06635081986433","3.32934462909762","0.646394125525787","0.425606881663087","0.187016229950515"
"Tea intake","1488","Integer","ukb-b-6066","CAD","0.0337725796003634","-0.107556977654463","0.17510213685519","0.0721082419726158","0.639527530806745","0.00028426561277037","-0.167120133799141","0.167688665024682","0.0854119773283467","0.997344509142964","0.0198367240890729","0.0550983954934937","-0.0881541466841187","0.127827594862264","0.718829466202598","0","0.764489261079336"
"Variation in diet","1548","Categorical (single)","ukb-b-2909","CAD","0.608937089499898","0.356185584042757","0.86168859495704","0.128957219342199","2.33526887831657e-06","0.403922043552844","0.114755443118746","0.693088643986941","0.147536690834631","0.00618566605617716","0.520143970067465","0.0970949914081761","0.329841283828214","0.710446656306716","8.45857098142624e-08","0.0864627271293775","0.295444074330114"
"Length of mobile phone use","1110","Categorical (single)","ukb-b-4094","CAD","0.192317817028781","0.0814204986817793","0.303215135375783","0.0565813041574978","0.000676416141772639","0.139790716059904","0.022400444649257","0.25718098747055","0.0598940961857494","0.0195975617943832","0.167547034190589","0.0411303273066034","0.0869330739973025","0.248160994383876","4.62990552353574e-05","0","0.523791143002196"
"Plays computer games","2237","Categorical (single)","ukb-b-4779","CAD","0.548742335249345","0.348763367866488","0.748721302632201","0.10203196026063","7.52585962174845e-08","0.251200241327872","-0.00681472447645237","0.509215207132196","0.131642707641321","0.0563657380989715","0.437079318628053","0.0806449685705929","0.279018084695327","0.59514055256078","5.96669141644036e-08","0.686660829283082","0.0740252350532124"
"Frequency of stair climbing in last 4 weeks","943","Categorical (single)","ukb-b-298","CAD","-0.159186291577107","-0.300461487211898","-0.0179110959423149","0.0720805059425338","0.0272128247142028","-0.0957076658477829","-0.317565492979441","0.126150161283875","0.113194848926636","0.397824726230553","-0.140872365680954","0.0608000074478412","-0.26003819053849","-0.0217065408234187","0.0205048531430619","0","0.636193351243368"
"Usual walking pace","924","Categorical (single)","ukb-b-4711","CAD","-0.951189931553307","-1.16921539445457","-0.733164468652046","0.11123952512445","1.22209713777987e-17","-0.733768844092983","-0.98152668811325","-0.486011000072717","0.126409386077779","6.44804963784296e-09","-0.856301723232297","0.0835092558129418","-1.0199768570014","-0.692626589463189","1.13575926358453e-24","0.400202926454052","0.196629891499624"
"Getting up in morning","1170","Categorical (single)","ukb-b-2772","CAD","-0.164732398558224","-0.327750787106911","-0.00171401000953689","0.0831741755637121","0.0476393518571055","-0.0356935451321467","-0.201201002174422","0.129813911910129","0.0844441318043481","0.672522705016844","-0.101190575625247","0.0592569183394105","-0.217332001405323","0.0149508501548283","0.0876997413646984","0.15628291400911","0.276293549956896"
"Nap during day","1190","Categorical (single)","ukb-b-4616","CAD","0.319678324604739","0.139098993647555","0.500257655561923","0.0921340046968061","0.000521019594531572","0.128530999625136","-0.0735821112095194","0.33064411045979","0.103120828968745","0.212613316927737","0.234826412951776","0.0687057522175884","0.10016561307457","0.369487212828983","0.000631163373407772","0.476628533886677","0.166886765409069"
